572;19469;COMMUNE DE LA JUBAUDIERE
573;19370;COMMUNE DE LA VRAIE CROIX
574;23497;COMMUNE DE LACROIX SUR MEUSE
575;22593;COMMUNE DE LANGRES
576;23408;COMMUNE DE LE BONO
577;23302;COMMUNE DE LE MINIHIC SUR RANCE
578;19995;COMMUNE DE LEGE
579;22819;COMMUNE DE LESME
580;23295;COMMUNE DE LESSAY
581;21887;COMMUNE DE LISSES
582;23467;COMMUNE DE MANONCOURT EN VERMOIS
583;20993;COMMUNE DE MARIGNE PEUTON
584;23491;COMMUNE DE MENIL
585;23436;COMMUNE DE MEREVILLE
586;1937;COMMUNE DE METZ
587;23765;COMMUNE DE MOMMENHEIM
588;23195;COMMUNE DE MONT-BONVILLERS
589;18199;COMMUNE DE MONTAUVILLE
590;23173;COMMUNE DE MONTBONNOT ST MARTIN
591;23336;COMMUNE DE MONTCHANIN
592;19888;COMMUNE DE MONTREUIL LE GAST
593;2039;COMMUNE DE MULHOUSE
594;23413;COMMUNE DE NANCRAS
595;5322;COMMUNE DE NOIDANS LES VESOUL
596;23182;COMMUNE DE ORIGNOLLES
597;18887;COMMUNE DE PERRIGNY SUR ARMANÄON
598;19414;COMMUNE DE PETIT MARS
599;23233;COMMUNE DE PLOGASTEL ST GERMAIN
600;23531;COMMUNE DE PLOURIVO
601;19560;COMMUNE DE PLUMELEC
602;23535;COMMUNE DE PONT PEAN
603;21064;COMMUNE DE PONTORSON
604;23709;COMMUNE DE PORTO VECCHIO
605;22782;COMMUNE DE POUILLY E NAUXOIS
606;18275;COMMUNE DE QUETIGNY
607;5321;COMMUNE DE RAON L'ETAPE
608;2588;COMMUNE DE RETTEL
609;23376;COMMUNE DE ROHAN
610;23544;COMMUNE DE SAINT BRIAC SUR MER
611;23536;COMMUNE DE SAINT CAST LE GUILDO
612;23704;COMMUNE DE SAINT JEAN CAP FERRAT
613;23485;COMMUNE DE SAINT JEAN DE SIXT
614;19808;COMMUNE DE SAINT LUNAIRE
615;23537;COMMUNE DE SAINT MARDS DE BLACARVILLE
616;23495;COMMUNE DE SAINT THEGONNEC
617;19256;COMMUNE DE SAINT-DENIS D'OLERON
618;19320;COMMUNE DE SAINT-GEORGES DES COTEAUX
619;19577;COMMUNE DE SAINTE RADEGONDE
620;18640;COMMUNE DE SANTENAY
621;5400;COMMUNE DE SAPOIS
622;19589;COMMUNE DE SARZEAU
623;23489;COMMUNE DE ST GEORGES DE ROUELLEY
624;23192;COMMUNE DE ST MAURICE LES CHATEAUNEUF
625;21425;COMMUNE DE TORIGNY LES VILLES
626;23653;COMMUNE DE TRESSANGE
627;3460;COMMUNE DE VALDOIE
628;23412;COMMUNE DE VENDAYS MONTALIVET
629;23676;COMMUNE DE VERRIERES
630;19268;COMMUNE DES SORINIERES
631;23644;COMMUNE DU BOIS D OINGT
632;2950;COMMUNE DU CREUSOT
633;23409;COMMUNE DU CROISIC
634;22676;COMMUNE DU PELLERIN
635;22760;COMMUNE DU ROURET
636;13666;COMPAGNIE DE PHALSBOURG
637;22028;COMPAGNIE FERMIERE DE SERVICES PUBLICS
